action,month,day,hour,count,sum,average,std,step
HOUSING,10,9,3,6,10827.5,1804.6,600.0,282
INSURANCE,10,9,2,2,360.6,180.3,100.0,282
EDUCATION,10,9,9,2,952.5,476.3,300.0,282
TRAVEL,10,9,16,4,556.9,139.2,100.0,282
CASH_WITHDRAWAL,10,9,9,6,540.1,90.0,50.0,282
CASH_DEPOSIT,10,9,8,3,1363.6,454.5,300.0,282
BANK_TRANSFER,10,9,12,3,3115.0,1038.3,500.0,282
CREDIT_CARD_PAYMENT,10,9,17,6,420.4,70.1,40.0,282
FOOD_GROCERIES,10,10,16,51,2494.9,48.9,15.0,283
FOOD_RESTAURANT,10,10,21,30,736.4,24.5,12.0,283
TRANSPORT_PUBLIC,10,10,19,37,340.0,9.2,5.0,283
TRANSPORT_PRIVATE,10,10,17,27,392.6,14.5,8.0,283
HEALTHCARE,10,10,10,13,1499.3,115.3,80.0,283
SHOPPING_CLOTHES,10,10,14,15,1305.7,87.0,45.0,283
SHOPPING_ELECTRONICS,10,10,11,10,2715.1,271.5,150.0,283
ENTERTAINMENT,10,10,21,21,781.4,37.2,20.0,283
HOUSING,10,10,4,6,10151.1,1691.8,600.0,283
INSURANCE,10,10,4,2,385.0,192.5,100.0,283
EDUCATION,10,10,14,3,1378.1,459.4,300.0,283
TRAVEL,10,10,17,6,939.8,156.6,100.0,283
CASH_WITHDRAWAL,10,10,21,6,577.6,96.3,50.0,283
CASH_DEPOSIT,10,10,12,2,1091.9,546.0,300.0,283
BANK_TRANSFER,10,10,14,3,2887.0,962.3,500.0,283
CREDIT_CARD_PAYMENT,10,10,21,6,463.8,77.3,40.0,283
FOOD_GROCERIES,10,11,13,39,1717.9,44.0,15.0,284
FOOD_RESTAURANT,10,11,13,21,556.0,26.5,12.0,284
TRANSPORT_PUBLIC,10,11,17,42,327.7,7.8,5.0,284
TRANSPORT_PRIVATE,10,11,7,21,320.0,15.2,8.0,284
HEALTHCARE,10,11,11,12,1559.7,130.0,80.0,284
SHOPPING_CLOTHES,10,11,15,16,1444.4,90.3,45.0,284
SHOPPING_ELECTRONICS,10,11,16,9,2067.4,229.7,150.0,284
ENTERTAINMENT,10,11,20,22,755.4,34.3,20.0,284
HOUSING,10,11,3,5,9874.2,1974.8,600.0,284
INSURANCE,10,11,3,3,633.2,211.1,100.0,284
EDUCATION,10,11,13,2,992.5,496.2,300.0,284
TRAVEL,10,11,14,6,968.8,161.5,100.0,284
CASH_WITHDRAWAL,10,11,8,6,617.0,102.8,50.0,284
CASH_DEPOSIT,10,11,14,2,921.0,460.5,300.0,284
BANK_TRANSFER,10,11,14,3,2814.1,938.0,500.0,284
CREDIT_CARD_PAYMENT,10,11,11,6,433.2,72.2,40.0,284
FOOD_GROCERIES,10,12,13,53,2479.7,46.8,15.0,285
FOOD_RESTAURANT,10,12,20,34,850.3,25.0,12.0,285
TRANSPORT_PUBLIC,10,12,6,41,374.0,9.1,5.0,285
TRANSPORT_PRIVATE,10,12,18,34,549.1,16.2,8.0,285
HEALTHCARE,10,12,9,17,2069.7,121.7,80.0,285
SHOPPING_CLOTHES,10,12,11,24,1877.0,78.2,45.0,285
SHOPPING_ELECTRONICS,10,12,18,14,3304.9,236.1,150.0,285
ENTERTAINMENT,10,12,23,28,1073.7,38.3,20.0,285
HOUSING,10,12,4,6,11323.0,1887.2,600.0,285
INSURANCE,10,12,2,4,746.1,186.5,100.0,285
EDUCATION,10,12,12,4,1840.6,460.1,300.0,285
TRAVEL,10,12,17,8,1266.5,158.3,100.0,285
CASH_WITHDRAWAL,10,12,18,6,604.9,100.8,50.0,285
CASH_DEPOSIT,10,12,15,3,1562.4,520.8,300.0,285
BANK_TRANSFER,10,12,14,4,3862.7,965.7,500.0,285
CREDIT_CARD_PAYMENT,10,12,14,7,512.3,73.2,40.0,285
FOOD_GROCERIES,10,13,14,60,2769.0,46.2,15.0,286
FOOD_RESTAURANT,10,13,21,37,928.1,25.1,12.0,286
TRANSPORT_PUBLIC,10,13,9,46,393.4,8.6,5.0,286
TRANSPORT_PRIVATE,10,13,9,25,408.1,16.3,8.0,286
HEALTHCARE,10,13,11,16,2058.3,128.6,80.0,286
SHOPPING_CLOTHES,10,13,17,24,2167.5,90.3,45.0,286
SHOPPING_ELECTRONICS,10,13,19,10,2255.0,225.5,150.0,286
ENTERTAINMENT,10,13,22,29,1078.3,37.2,20.0,286
HOUSING,10,13,2,7,11819.3,1688.5,600.0,286
INSURANCE,10,13,2,4,823.7,205.9,100.0,286
EDUCATION,10,13,9,3,1460.3,486.8,300.0,286
TRAVEL,10,13,16,6,946.9,157.8,100.0,286
CASH_WITHDRAWAL,10,13,8,8,749.5,93.7,50.0,286
CASH_DEPOSIT,10,13,15,3,1522.0,507.3,300.0,286
BANK_TRANSFER,10,13,10,4,4186.6,1046.7,500.0,286
CREDIT_CARD_PAYMENT,10,13,15,8,643.2,80.4,40.0,286
FOOD_GROCERIES,10,14,18,46,2181.8,47.4,15.0,287
FOOD_RESTAURANT,10,14,12,23,553.7,24.1,12.0,287
TRANSPORT_PUBLIC,10,14,16,34,299.1,8.8,5.0,287
TRANSPORT_PRIVATE,10,14,18,26,402.4,15.5,8.0,287
HEALTHCARE,10,14,14,10,1267.8,126.8,80.0,287
SHOPPING_CLOTHES,10,14,17,19,1553.5,81.8,45.0,287
SHOPPING_ELECTRONICS,10,14,13,7,1807.2,258.2,150.0,287
ENTERTAINMENT,10,14,18,20,672.5,33.6,20.0,287
HOUSING,10,14,1,5,9683.6,1936.7,600.0,287
INSURANCE,10,14,3,2,370.8,185.4,100.0,287
EDUCATION,10,14,15,2,938.1,469.0,300.0,287
TRAVEL,10,14,15,6,939.4,156.6,100.0,287
CASH_WITHDRAWAL,10,14,15,6,646.0,107.7,50.0,287
CASH_DEPOSIT,10,14,17,2,962.4,481.2,300.0,287
BANK_TRANSFER,10,14,16,3,2723.7,907.9,500.0,287
CREDIT_CARD_PAYMENT,10,14,20,5,367.4,73.5,40.0,287
FOOD_GROCERIES,10,15,13,44,2154.1,49.0,15.0,288
FOOD_RESTAURANT,10,15,21,27,702.9,26.0,12.0,288
TRANSPORT_PUBLIC,10,15,8,34,297.1,8.7,5.0,288
TRANSPORT_PRIVATE,10,15,9,26,359.1,13.8,8.0,288
HEALTHCARE,10,15,15,13,1678.7,129.1,80.0,288
SHOPPING_CLOTHES,10,15,10,16,1483.4,92.7,45.0,288
SHOPPING_ELECTRONICS,10,15,18,9,2360.9,262.3,150.0,288
ENTERTAINMENT,10,15,23,22,841.6,38.3,20.0,288
HOUSING,10,15,4,6,10234.2,1705.7,600.0,288
INSURANCE,10,15,5,2,369.4,184.7,100.0,288
EDUCATION,10,15,13,2,1023.3,511.7,300.0,288
TRAVEL,10,15,13,4,590.9,147.7,100.0,288
CASH_WITHDRAWAL,10,15,11,5,479.2,95.8,50.0,288
CASH_DEPOSIT,10,15,12,3,1381.0,460.3,300.0,288
BANK_TRANSFER,10,15,15,2,1932.3,966.2,500.0,288
CREDIT_CARD_PAYMENT,10,15,10,6,465.5,77.6,40.0,288
FOOD_GROCERIES,10,16,11,38,1575.0,41.4,15.0,289
FOOD_RESTAURANT,10,16,18,25,674.1,27.0,12.0,289
TRANSPORT_PUBLIC,10,16,19,39,327.0,8.4,5.0,289
TRANSPORT_PRIVATE,10,16,19,19,274.1,14.4,8.0,289
HEALTHCARE,10,16,16,11,1374.8,125.0,80.0,289
SHOPPING_CLOTHES,10,16,13,16,1403.7,87.7,45.0,289
SHOPPING_ELECTRONICS,10,16,16,10,2437.5,243.7,150.0,289
ENTERTAINMENT,10,16,22,19,719.7,37.9,20.0,289
HOUSING,10,16,5,6,10667.4,1777.9,600.0,289
INSURANCE,10,16,4,2,364.6,182.3,100.0,289
EDUCATION,10,16,12,3,1574.2,524.7,300.0,289
TRAVEL,10,16,14,6,876.9,146.2,100.0,289
CASH_WITHDRAWAL,10,16,19,6,652.0,108.7,50.0,289
CASH_DEPOSIT,10,16,14,2,996.2,498.1,300.0,289
BANK_TRANSFER,10,16,12,2,2098.8,1049.4,500.0,289
CREDIT_CARD_PAYMENT,10,16,20,5,392.9,78.6,40.0,289
FOOD_GROCERIES,10,17,13,50,2050.8,41.0,15.0,290
FOOD_RESTAURANT,10,17,11,24,638.5,26.6,12.0,290
TRANSPORT_PUBLIC,10,17,17,42,345.1,8.2,5.0,290
TRANSPORT_PRIVATE,10,17,9,22,352.2,16.0,8.0,290
HEALTHCARE,10,17,10,12,1546.7,128.9,80.0,290
SHOPPING_CLOTHES,10,17,12,18,1486.5,82.6,45.0,290
SHOPPING_ELECTRONICS,10,17,11,7,1724.9,246.4,150.0,290
ENTERTAINMENT,10,17,23,21,801.5,38.2,20.0,290
HOUSING,10,17,4,5,8824.1,1764.8,600.0,290
INSURANCE,10,17,1,2,419.7,209.8,100.0,290
EDUCATION,10,17,9,3,1614.5,538.2,300.0,290
TRAVEL,10,17,9,6,966.9,161.2,100.0,290
CASH_WITHDRAWAL,10,17,20,7,692.7,99.0,50.0,290
CASH_DEPOSIT,10,17,8,3,1590.6,530.2,300.0,290
BANK_TRANSFER,10,17,12,2,2037.4,1018.7,500.0,290
CREDIT_CARD_PAYMENT,10,17,15,5,362.3,72.5,40.0,290
FOOD_GROCERIES,10,18,14,38,1735.3,45.7,15.0,291
FOOD_RESTAURANT,10,18,19,29,659.1,22.7,12.0,291
TRANSPORT_PUBLIC,10,18,18,29,245.6,8.5,5.0,291
TRANSPORT_PRIVATE,10,18,8,27,420.3,15.6,8.0,291
HEALTHCARE,10,18,17,11,1222.4,111.1,80.0,291
SHOPPING_CLOTHES,10,18,17,16,1269.6,79.3,45.0,291
SHOPPING_ELECTRONICS,10,18,18,9,2120.7,235.6,150.0,291
ENTERTAINMENT,10,18,23,18,609.6,33.9,20.0,291
HOUSING,10,18,1,5,9574.0,1914.8,600.0,291
INSURANCE,10,18,3,2,436.3,218.2,100.0,291
EDUCATION,10,18,14,2,962.3,481.1,300.0,291
TRAVEL,10,18,14,5,680.4,136.1,100.0,291
CASH_WITHDRAWAL,10,18,19,7,657.0,93.9,50.0,291
CASH_DEPOSIT,10,18,9,2,944.1,472.1,300.0,291
BANK_TRANSFER,10,18,17,2,1825.1,912.6,500.0,291
CREDIT_CARD_PAYMENT,10,18,10,6,453.3,75.6,40.0,291
FOOD_GROCERIES,10,19,9,69,3313.7,48.0,15.0,292
FOOD_RESTAURANT,10,19,13,41,1124.0,27.4,12.0,292
TRANSPORT_PUBLIC,10,19,17,39,363.8,9.3,5.0,292
TRANSPORT_PRIVATE,10,19,17,26,385.8,14.8,8.0,292
HEALTHCARE,10,19,15,13,1426.1,109.7,80.0,292
SHOPPING_CLOTHES,10,19,13,19,1519.8,80.0,45.0,292
SHOPPING_ELECTRONICS,10,19,15,11,2957.8,268.9,150.0,292
ENTERTAINMENT,10,19,19,22,837.3,38.1,20.0,292
HOUSING,10,19,4,7,13174.9,1882.1,600.0,292
INSURANCE,10,19,1,3,588.4,196.1,100.0,292
EDUCATION,10,19,16,3,1419.9,473.3,300.0,292
TRAVEL,10,19,14,7,1059.0,151.3,100.0,292
CASH_WITHDRAWAL,10,19,20,7,640.3,91.5,50.0,292
CASH_DEPOSIT,10,19,17,3,1520.3,506.8,300.0,292
BANK_TRANSFER,10,19,17,3,3189.6,1063.2,500.0,292
CREDIT_CARD_PAYMENT,10,19,10,6,453.2,75.5,40.0,292
FOOD_GROCERIES,10,20,10,61,2973.3,48.7,15.0,293
FOOD_RESTAURANT,10,20,12,35,853.4,24.4,12.0,293
TRANSPORT_PUBLIC,10,20,17,45,378.6,8.4,5.0,293
TRANSPORT_PRIVATE,10,20,18,32,461.2,14.4,8.0,293
HEALTHCARE,10,20,11,12,1543.0,128.6,80.0,293
SHOPPING_CLOTHES,10,20,17,19,1645.3,86.6,45.0,293
SHOPPING_ELECTRONICS,10,20,11,13,3010.9,231.6,150.0,293
ENTERTAINMENT,10,20,20,25,849.1,34.0,20.0,293
HOUSING,10,20,4,8,13691.4,1711.4,600.0,293
INSURANCE,10,20,2,4,722.9,180.7,100.0,293
EDUCATION,10,20,8,4,2141.6,535.4,300.0,293
TRAVEL,10,20,8,7,1010.6,144.4,100.0,293
CASH_WITHDRAWAL,10,20,12,6,648.9,108.2,50.0,293
CASH_DEPOSIT,10,20,8,3,1553.7,517.9,300.0,293
BANK_TRANSFER,10,20,14,3,3014.9,1005.0,500.0,293
CREDIT_CARD_PAYMENT,10,20,19,7,564.5,80.6,40.0,293
FOOD_GROCERIES,10,21,13,49,2045.9,41.8,15.0,294
FOOD_RESTAURANT,10,21,13,26,708.5,27.3,12.0,294
TRANSPORT_PUBLIC,10,21,16,42,342.8,8.2,5.0,294
TRANSPORT_PRIVATE,10,21,18,24,385.7,16.1,8.0,294
HEALTHCARE,10,21,17,9,1019.3,113.3,80.0,294
SHOPPING_CLOTHES,10,21,14,17,1441.4,84.8,45.0,294
SHOPPING_ELECTRONICS,10,21,18,9,2378.1,264.2,150.0,294
ENTERTAINMENT,10,21,20,18,602.7,33.5,20.0,294
HOUSING,10,21,3,4,7306.2,1826.5,600.0,294
INSURANCE,10,21,2,2,366.9,183.4,100.0,294
EDUCATION,10,21,16,3,1607.8,535.9,300.0,294
TRAVEL,10,21,12,5,815.0,163.0,100.0,294
CASH_WITHDRAWAL,10,21,11,6,549.4,91.6,50.0,294
CASH_DEPOSIT,10,21,9,3,1491.9,497.3,300.0,294
BANK_TRANSFER,10,21,11,2,2002.9,1001.5,500.0,294
CREDIT_CARD_PAYMENT,10,21,18,6,490.0,81.7,40.0,294
FOOD_GROCERIES,10,22,10,44,2146.2,48.8,15.0,295
FOOD_RESTAURANT,10,22,18,27,658.8,24.4,12.0,295
TRANSPORT_PUBLIC,10,22,17,38,316.3,8.3,5.0,295
TRANSPORT_PRIVATE,10,22,8,22,326.6,14.8,8.0,295
HEALTHCARE,10,22,16,10,1204.8,120.5,80.0,295
SHOPPING_CLOTHES,10,22,12,20,1536.8,76.8,45.0,295
SHOPPING_ELECTRONICS,10,22,19,9,2135.2,237.2,150.0,295
ENTERTAINMENT,10,22,21,17,535.8,31.5,20.0,295
HOUSING,10,22,1,5,9401.8,1880.4,600.0,295
INSURANCE,10,22,3,3,589.1,196.4,100.0,295
EDUCATION,10,22,10,2,1092.6,546.3,300.0,295
TRAVEL,10,22,13,5,823.0,164.6,100.0,295
CASH_WITHDRAWAL,10,22,12,6,603.0,100.5,50.0,295
CASH_DEPOSIT,10,22,15,2,977.0,488.5,300.0,295
BANK_TRANSFER,10,22,9,2,1972.1,986.0,500.0,295
CREDIT_CARD_PAYMENT,10,22,13,5,403.3,80.7,40.0,295
FOOD_GROCERIES,10,23,14,43,1881.1,43.7,15.0,296
FOOD_RESTAURANT,10,23,20,32,846.4,26.4,12.0,296
TRANSPORT_PUBLIC,10,23,17,43,336.7,7.8,5.0,296
TRANSPORT_PRIVATE,10,23,9,19,275.6,14.5,8.0,296
HEALTHCARE,10,23,10,10,1186.4,118.6,80.0,296
SHOPPING_CLOTHES,10,23,12,17,1363.9,80.2,45.0,296
SHOPPING_ELECTRONICS,10,23,17,9,2303.7,256.0,150.0,296
ENTERTAINMENT,10,23,21,19,637.1,33.5,20.0,296
HOUSING,10,23,3,6,11353.9,1892.3,600.0,296
INSURANCE,10,23,1,2,414.9,207.5,100.0,296
EDUCATION,10,23,16,2,911.2,455.6,300.0,296
TRAVEL,10,23,13,4,578.8,144.7,100.0,296
CASH_WITHDRAWAL,10,23,17,6,611.2,101.9,50.0,296
CASH_DEPOSIT,10,23,15,3,1361.7,453.9,300.0,296
BANK_TRANSFER,10,23,13,3,2839.0,946.3,500.0,296
CREDIT_CARD_PAYMENT,10,23,12,5,380.0,76.0,40.0,296
FOOD_GROCERIES,10,24,9,37,1767.3,47.8,15.0,297
FOOD_RESTAURANT,10,24,20,31,819.5,26.4,12.0,297
TRANSPORT_PUBLIC,10,24,6,32,249.9,7.8,5.0,297
TRANSPORT_PRIVATE,10,24,19,26,368.8,14.2,8.0,297
HEALTHCARE,10,24,11,11,1411.5,128.3,80.0,297
SHOPPING_CLOTHES,10,24,11,18,1406.6,78.1,45.0,297
SHOPPING_ELECTRONICS,10,24,10,10,2434.2,243.4,150.0,297
ENTERTAINMENT,10,24,23,20,638.7,31.9,20.0,297
HOUSING,10,24,2,6,11097.4,1849.6,600.0,297
INSURANCE,10,24,2,3,618.9,206.3,100.0,297
EDUCATION,10,24,15,3,1531.6,510.5,300.0,297
TRAVEL,10,24,14,6,824.2,137.4,100.0,297
CASH_WITHDRAWAL,10,24,17,5,472.5,94.5,50.0,297
CASH_DEPOSIT,10,24,16,2,934.8,467.4,300.0,297
BANK_TRANSFER,10,24,14,2,1993.2,996.6,500.0,297
CREDIT_CARD_PAYMENT,10,24,11,4,327.6,81.9,40.0,297
FOOD_GROCERIES,10,25,17,51,2189.8,42.9,15.0,298
FOOD_RESTAURANT,10,25,12,30,793.6,26.5,12.0,298
TRANSPORT_PUBLIC,10,25,17,41,331.9,8.1,5.0,298
TRANSPORT_PRIVATE,10,25,17,22,317.9,14.4,8.0,298
HEALTHCARE,10,25,10,11,1212.8,110.3,80.0,298
SHOPPING_CLOTHES,10,25,10,21,1859.6,88.6,45.0,298
SHOPPING_ELECTRONICS,10,25,17,8,1943.2,242.9,150.0,298
ENTERTAINMENT,10,25,19,20,711.1,35.6,20.0,298
HOUSING,10,25,4,5,8521.8,1704.4,600.0,298
INSURANCE,10,25,3,3,563.7,187.9,100.0,298
EDUCATION,10,25,13,3,1630.2,543.4,300.0,298
TRAVEL,10,25,13,7,1131.8,161.7,100.0,298
CASH_WITHDRAWAL,10,25,21,7,659.1,94.2,50.0,298
CASH_DEPOSIT,10,25,9,3,1622.2,540.7,300.0,298
BANK_TRANSFER,10,25,13,2,2190.2,1095.1,500.0,298
CREDIT_CARD_PAYMENT,10,25,11,6,460.8,76.8,40.0,298
FOOD_GROCERIES,10,26,8,65,2962.0,45.6,15.0,299
FOOD_RESTAURANT,10,26,13,40,916.3,22.9,12.0,299
TRANSPORT_PUBLIC,10,26,18,37,300.7,8.1,5.0,299
TRANSPORT_PRIVATE,10,26,18,29,463.4,16.0,8.0,299
HEALTHCARE,10,26,15,15,1808.0,120.5,80.0,299
SHOPPING_CLOTHES,10,26,11,24,2036.5,84.9,45.0,299
SHOPPING_ELECTRONICS,10,26,17,10,2282.5,228.3,150.0,299
ENTERTAINMENT,10,26,18,25,881.4,35.3,20.0,299
HOUSING,10,26,5,7,13395.2,1913.6,600.0,299
INSURANCE,10,26,5,3,631.3,210.4,100.0,299
EDUCATION,10,26,15,4,2095.2,523.8,300.0,299
TRAVEL,10,26,13,9,1283.5,142.6,100.0,299
CASH_WITHDRAWAL,10,26,16,8,772.5,96.6,50.0,299
CASH_DEPOSIT,10,26,16,4,1975.5,493.9,300.0,299
BANK_TRANSFER,10,26,12,3,3039.6,1013.2,500.0,299
CREDIT_CARD_PAYMENT,10,26,20,7,478.1,68.3,40.0,299
FOOD_GROCERIES,10,27,12,54,2352.8,43.6,15.0,300
FOOD_RESTAURANT,10,27,11,28,759.5,27.1,12.0,300
TRANSPORT_PUBLIC,10,27,18,54,453.8,8.4,5.0,300
TRANSPORT_PRIVATE,10,27,8,34,511.5,15.0,8.0,300
HEALTHCARE,10,27,14,14,1780.5,127.2,80.0,300
SHOPPING_CLOTHES,10,27,14,22,1705.7,77.5,45.0,300
SHOPPING_ELECTRONICS,10,27,16,10,2583.2,258.3,150.0,300
ENTERTAINMENT,10,27,18,30,1026.2,34.2,20.0,300
HOUSING,10,27,3,6,10517.8,1753.0,600.0,300
INSURANCE,10,27,5,3,554.3,184.8,100.0,300
EDUCATION,10,27,9,4,2084.7,521.2,300.0,300
TRAVEL,10,27,14,6,836.9,139.5,100.0,300
CASH_WITHDRAWAL,10,27,12,6,622.0,103.7,50.0,300
CASH_DEPOSIT,10,27,17,3,1564.2,521.4,300.0,300
BANK_TRANSFER,10,27,9,3,3195.4,1065.1,500.0,300
CREDIT_CARD_PAYMENT,10,27,17,6,440.6,73.4,40.0,300
FOOD_GROCERIES,10,28,18,38,1817.5,47.8,15.0,301
FOOD_RESTAURANT,10,28,20,28,645.1,23.0,12.0,301
TRANSPORT_PUBLIC,10,28,9,35,306.8,8.8,5.0,301
TRANSPORT_PRIVATE,10,28,18,27,403.4,14.9,8.0,301
HEALTHCARE,10,28,17,13,1469.2,113.0,80.0,301
SHOPPING_CLOTHES,10,28,13,16,1481.2,92.6,45.0,301
SHOPPING_ELECTRONICS,10,28,17,10,2675.5,267.6,150.0,301
ENTERTAINMENT,10,28,21,21,677.8,32.3,20.0,301
HOUSING,10,28,5,6,10856.4,1809.4,600.0,301
INSURANCE,10,28,4,3,640.8,213.6,100.0,301
EDUCATION,10,28,12,2,1040.8,520.4,300.0,301
TRAVEL,10,28,12,5,758.7,151.7,100.0,301
CASH_WITHDRAWAL,10,28,12,6,588.2,98.0,50.0,301
CASH_DEPOSIT,10,28,16,3,1558.9,519.6,300.0,301
BANK_TRANSFER,10,28,10,2,2096.1,1048.0,500.0,301
CREDIT_CARD_PAYMENT,10,28,12,5,398.4,79.7,40.0,301
FOOD_GROCERIES,10,29,18,52,2283.3,43.9,15.0,302
FOOD_RESTAURANT,10,29,13,26,642.4,24.7,12.0,302
TRANSPORT_PUBLIC,10,29,17,30,263.8,8.8,5.0,302
TRANSPORT_PRIVATE,10,29,8,26,391.5,15.1,8.0,302
HEALTHCARE,10,29,17,13,1620.5,124.7,80.0,302
SHOPPING_CLOTHES,10,29,12,20,1636.3,81.8,45.0,302
SHOPPING_ELECTRONICS,10,29,17,9,2212.9,245.9,150.0,302
ENTERTAINMENT,10,29,20,21,737.5,35.1,20.0,302
HOUSING,10,29,2,5,9287.2,1857.4,600.0,302
INSURANCE,10,29,1,2,413.4,206.7,100.0,302
EDUCATION,10,29,9,2,1040.1,520.1,300.0,302
TRAVEL,10,29,14,4,649.7,162.4,100.0,302
CASH_WITHDRAWAL,10,29,10,5,503.0,100.6,50.0,302
CASH_DEPOSIT,10,29,9,3,1402.0,467.3,300.0,302
BANK_TRANSFER,10,29,14,2,1802.6,901.3,500.0,302
CREDIT_CARD_PAYMENT,10,29,10,6,482.9,80.5,40.0,302
FOOD_GROCERIES,10,30,14,48,2186.7,45.6,15.0,303
FOOD_RESTAURANT,10,30,11,22,501.4,22.8,12.0,303
TRANSPORT_PUBLIC,10,30,6,39,343.7,8.8,5.0,303
TRANSPORT_PRIVATE,10,30,17,20,306.7,15.3,8.0,303
HEALTHCARE,10,30,8,10,1285.2,128.5,80.0,303
SHOPPING_CLOTHES,10,30,16,16,1456.1,91.0,45.0,303
SHOPPING_ELECTRONICS,10,30,10,8,1820.2,227.5,150.0,303
ENTERTAINMENT,10,30,21,19,628.9,33.1,20.0,303
HOUSING,10,30,3,6,11527.1,1921.2,600.0,303
INSURANCE,10,30,5,3,629.5,209.8,100.0,303
EDUCATION,10,30,15,2,934.2,467.1,300.0,303
TRAVEL,10,30,16,5,774.1,154.8,100.0,303
CASH_WITHDRAWAL,10,30,21,5,544.3,108.9,50.0,303
CASH_DEPOSIT,10,30,8,2,1064.2,532.1,300.0,303
BANK_TRANSFER,10,30,13,3,3185.6,1061.9,500.0,303
CREDIT_CARD_PAYMENT,10,30,17,5,388.5,77.7,40.0,303
FOOD_GROCERIES,10,31,12,49,2257.8,46.1,15.0,304
FOOD_RESTAURANT,10,31,11,30,702.7,23.4,12.0,304
TRANSPORT_PUBLIC,10,31,17,34,271.8,8.0,5.0,304
TRANSPORT_PRIVATE,10,31,8,20,320.4,16.0,8.0,304
HEALTHCARE,10,31,15,12,1356.7,113.1,80.0,304
SHOPPING_CLOTHES,10,31,19,14,1168.8,83.5,45.0,304
SHOPPING_ELECTRONICS,10,31,17,7,1675.2,239.3,150.0,304
ENTERTAINMENT,10,31,20,16,568.4,35.5,20.0,304
HOUSING,10,31,5,6,10829.3,1804.9,600.0,304
INSURANCE,10,31,4,3,566.1,188.7,100.0,304
EDUCATION,10,31,14,3,1506.1,502.0,300.0,304
TRAVEL,10,31,16,4,590.7,147.7,100.0,304
CASH_WITHDRAWAL,10,31,12,4,401.3,100.3,50.0,304
CASH_DEPOSIT,10,31,11,2,1044.9,522.4,300.0,304
BANK_TRANSFER,10,31,16,3,2859.9,953.3,500.0,304
CREDIT_CARD_PAYMENT,10,31,15,4,283.4,70.9,40.0,304
FOOD_GROCERIES,11,1,11,47,2252.0,47.9,15.0,305
FOOD_RESTAURANT,11,1,13,27,608.9,22.6,12.0,305
TRANSPORT_PUBLIC,11,1,17,35,326.6,9.3,5.0,305
TRANSPORT_PRIVATE,11,1,9,26,424.9,16.3,8.0,305
HEALTHCARE,11,1,9,10,1264.7,126.5,80.0,305
SHOPPING_CLOTHES,11,1,12,14,1162.8,83.1,45.0,305
SHOPPING_ELECTRONICS,11,1,10,7,1604.8,229.3,150.0,305
ENTERTAINMENT,11,1,20,19,726.6,38.2,20.0,305
HOUSING,11,1,5,5,9417.1,1883.4,600.0,305
INSURANCE,11,1,2,2,391.0,195.5,100.0,305
EDUCATION,11,1,15,2,949.8,474.9,300.0,305
TRAVEL,11,1,16,6,814.4,135.7,100.0,305
CASH_WITHDRAWAL,11,1,9,5,479.9,96.0,50.0,305
CASH_DEPOSIT,11,1,14,2,901.5,450.8,300.0,305
BANK_TRANSFER,11,1,13,3,2993.1,997.7,500.0,305
CREDIT_CARD_PAYMENT,11,1,15,5,351.5,70.3,40.0,305
FOOD_GROCERIES,11,2,14,51,2298.4,45.1,15.0,306
FOOD_RESTAURANT,11,2,19,28,720.8,25.7,12.0,306
TRANSPORT_PUBLIC,11,2,16,39,315.0,8.1,5.0,306
TRANSPORT_PRIVATE,11,2,18,24,386.4,16.1,8.0,306
HEALTHCARE,11,2,15,12,1356.8,113.1,80.0,306
SHOPPING_CLOTHES,11,2,11,22,1723.3,78.3,45.0,306
SHOPPING_ELECTRONICS,11,2,13,8,1911.2,238.9,150.0,306
ENTERTAINMENT,11,2,19,26,944.1,36.3,20.0,306
HOUSING,11,2,1,8,13359.1,1669.9,600.0,306
INSURANCE,11,2,4,3,656.8,218.9,100.0,306
EDUCATION,11,2,11,3,1352.9,451.0,300.0,306
TRAVEL,11,2,9,8,1204.7,150.6,100.0,306
CASH_WITHDRAWAL,11,2,14,8,733.8,91.7,50.0,306
CASH_DEPOSIT,11,2,15,4,1955.1,488.8,300.0,306
BANK_TRANSFER,11,2,10,3,2817.4,939.1,500.0,306
CREDIT_CARD_PAYMENT,11,2,21,6,424.0,70.7,40.0,306
FOOD_GROCERIES,11,3,18,56,2475.2,44.2,15.0,307
FOOD_RESTAURANT,11,3,18,26,615.0,23.7,12.0,307
TRANSPORT_PUBLIC,11,3,17,42,353.8,8.4,5.0,307
TRANSPORT_PRIVATE,11,3,17,26,371.7,14.3,8.0,307
HEALTHCARE,11,3,17,15,1859.4,124.0,80.0,307
SHOPPING_CLOTHES,11,3,14,20,1639.4,82.0,45.0,307
SHOPPING_ELECTRONICS,11,3,16,12,2969.8,247.5,150.0,307
ENTERTAINMENT,11,3,19,27,948.2,35.1,20.0,307
HOUSING,11,3,3,8,13481.7,1685.2,600.0,307
INSURANCE,11,3,1,4,795.4,198.9,100.0,307
EDUCATION,11,3,11,3,1410.6,470.2,300.0,307
TRAVEL,11,3,16,8,1218.3,152.3,100.0,307
CASH_WITHDRAWAL,11,3,16,6,652.5,108.7,50.0,307
CASH_DEPOSIT,11,3,11,3,1386.7,462.2,300.0,307
BANK_TRANSFER,11,3,12,3,3263.1,1087.7,500.0,307
CREDIT_CARD_PAYMENT,11,3,11,8,568.4,71.1,40.0,307
